City,Price,Beds,Baths,Sqft,Address,Link
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$1,400,000",4 beds,2.5 baths,"1,992 sq ft","150 Bosphorous Ave, Tampa, FL 33606",N/A
FLorida,"$134,900",1 bed,1.5 baths,800 sq ft,"11805 Raintree Lake Ln Unit A, Tampa, FL 33617",N/A
FLorida,"$330,000",3 beds,2 baths,"1,376 sq ft","1813 E Wood St, Tampa, FL 33604",N/A
FLorida,"$465,000",1 bed,1 bath,"1,045 sq ft","1108 N Franklin St #502, Tampa, FL 33602",N/A
FLorida,"$649,900",3 beds,2.5 baths,"1,815 sq ft","Undisclosed address, Tampa, FL 33626",N/A
FLorida,"$185,000",3 beds,2 baths,"1,100 sq ft","3619 Deleuil Ave, Tampa, FL 33610",N/A
FLorida,"$323,500",2 beds,2.5 baths,"1,504 sq ft","14116 Trouville Dr, Tampa, FL 33624",N/A
FLorida,"$5,000",3 beds,2 baths,"1,184 sq ft","5001 E Whiteway Dr, Tampa, FL 33617",N/A
FLorida,"$499,900",3 beds,2.5 baths,"1,860 sq ft","4509 Grainary Ave, Tampa, FL 33624",N/A
FLorida,"$815,000",3 beds,2 baths,"1,753 sq ft","3315 W Hawthorne Rd, Tampa, FL 33611",N/A
FLorida,"$165,000",2 beds,2 baths,943 sq ft,"4111 Ashford Green Pl Unit B203, Tampa, FL 33613",N/A
FLorida,"$950,000",6 beds,3.5 baths,"3,512 sq ft","20023 Pergola Bend Ln, Tampa, FL 33647",N/A
FLorida,"$305,000",4 beds,2 baths,"1,624 sq ft","3217 Deerfield Dr, Tampa, FL 33619",N/A
FLorida,"$154,500",1 bed,1 bath,800 sq ft,"4851 W Gandy Blvd Unit B10L30, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$750,000",3 beds,2.5 baths,"1,750 sq ft","502 E Robles St, Tampa, FL 33602",N/A
FLorida,"$199,900",2 beds,2 baths,"1,272 sq ft","9481 Highland Oak Dr #1504, Tampa, FL 33647",N/A
FLorida,"$360,000",1 bed,1 bath,815 sq ft,"820 Normandy Trace Rd #820, Tampa, FL 33602",N/A
FLorida,"$179,900",2 beds,1.5 baths,"1,088 sq ft","2834 Somerset Park Dr, Tampa, FL 33613",N/A
FLorida,"$449,900",3 beds,2 baths,"1,261 sq ft","6412 S Richard Ave, Tampa, FL 33616",N/A
FLorida,"$99,900",1 bed,1 bath,552 sq ft,"6324 Newtown Cir Unit 24B2, Tampa, FL 33615",N/A
FLorida,"$440,000",1 bed,1 bath,"1,086 sq ft","101 N 12th St #301, Tampa, FL 33602",N/A
FLorida,"$259,000",2 beds,2 baths,"1,302 sq ft","8114 Oak Trace Way Unit C, Tampa, FL 33634",N/A
FLorida,"$1,649,000",4 beds,3.5 baths,"3,910 sq ft","Undisclosed address, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$369,900",3 beds,1 bath,"1,140 sq ft","8401 Pinewood St, Tampa, FL 33615",N/A
FLorida,"$299,900",3 beds,1 bath,"1,144 sq ft","2320 W Walnut St, Tampa, FL 33607",N/A
FLorida,"$105,900",1 bed,1 bath,598 sq ft,"4851 W Gandy Blvd Unit B1L8, Tampa, FL 33611",N/A
FLorida,"$2,195,000",4 beds,3.5 baths,"2,462 sq ft","1805 W Jetton Ave, Tampa, FL 33606",N/A
FLorida,"$999,901",4 beds,4 baths,"4,075 sq ft","7114 Pelican Island Dr, Tampa, FL 33634",N/A
FLorida,"$410,000",3 beds,2 baths,"1,408 sq ft","5016 Cypress Trace Dr, Tampa, FL 33624",N/A
FLorida,"$145,000",2 beds,1.5 baths,"1,069 sq ft","5042 Terrace Village Ln, Tampa, FL 33617",N/A
FLorida,"$220,000",3 beds,2.5 baths,"1,364 sq ft","7410 E Bank Dr, Tampa, FL 33617",N/A
FLorida,"$339,900",4 beds,2 baths,"1,148 sq ft","4220 E Regnas Ave, Tampa, FL 33617",N/A
FLorida,"$674,900",3 beds,2.5 baths,"2,234 sq ft","11821 Easthampton Dr, Tampa, FL 33626",N/A
FLorida,"$375,000",2 beds,2 baths,"1,512 sq ft","9918 Davis Rd, Tampa, FL 33637",N/A
FLorida,"$599,000",5 beds,3.5 baths,"3,822 sq ft","10707 Pegasus Valley Ct, Tampa, FL 33647",N/A
FLorida,"$339,900",3 beds,2 baths,"1,252 sq ft","4418 Pine Meadow Ct, Tampa, FL 33624",N/A
FLorida,"$1,090,000",3 beds,2 baths,"2,027 sq ft","115 S Beverly Ave, Tampa, FL 33609",N/A
FLorida,"$349,999",4 beds,2 baths,"1,255 sq ft","2408 Wishing Well Way, Tampa, FL 33619",N/A
FLorida,"$389,900",3 beds,2 baths,"1,129 sq ft","1713 W Saint John St, Tampa, FL 33607",N/A
FLorida,"$695,000",4 beds,2.5 baths,"2,068 sq ft","3111 W DE Leon St #2, Tampa, FL 33609",N/A
FLorida,"$609,900",4 beds,2 baths,"2,070 sq ft","12219 Steppingstone Blvd, Tampa, FL 33635",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$1,400,000",4 beds,2.5 baths,"1,992 sq ft","150 Bosphorous Ave, Tampa, FL 33606",N/A
FLorida,"$134,900",1 bed,1.5 baths,800 sq ft,"11805 Raintree Lake Ln Unit A, Tampa, FL 33617",N/A
FLorida,"$330,000",3 beds,2 baths,"1,376 sq ft","1813 E Wood St, Tampa, FL 33604",N/A
FLorida,"$465,000",1 bed,1 bath,"1,045 sq ft","1108 N Franklin St #502, Tampa, FL 33602",N/A
FLorida,"$649,900",3 beds,2.5 baths,"1,815 sq ft","Undisclosed address, Tampa, FL 33626",N/A
FLorida,"$185,000",3 beds,2 baths,"1,100 sq ft","3619 Deleuil Ave, Tampa, FL 33610",N/A
FLorida,"$323,500",2 beds,2.5 baths,"1,504 sq ft","14116 Trouville Dr, Tampa, FL 33624",N/A
FLorida,"$5,000",3 beds,2 baths,"1,184 sq ft","5001 E Whiteway Dr, Tampa, FL 33617",N/A
FLorida,"$499,900",3 beds,2.5 baths,"1,860 sq ft","4509 Grainary Ave, Tampa, FL 33624",N/A
FLorida,"$815,000",3 beds,2 baths,"1,753 sq ft","3315 W Hawthorne Rd, Tampa, FL 33611",N/A
FLorida,"$165,000",2 beds,2 baths,943 sq ft,"4111 Ashford Green Pl Unit B203, Tampa, FL 33613",N/A
FLorida,"$950,000",6 beds,3.5 baths,"3,512 sq ft","20023 Pergola Bend Ln, Tampa, FL 33647",N/A
FLorida,"$305,000",4 beds,2 baths,"1,624 sq ft","3217 Deerfield Dr, Tampa, FL 33619",N/A
FLorida,"$154,500",1 bed,1 bath,800 sq ft,"4851 W Gandy Blvd Unit B10L30, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$750,000",3 beds,2.5 baths,"1,750 sq ft","502 E Robles St, Tampa, FL 33602",N/A
FLorida,"$199,900",2 beds,2 baths,"1,272 sq ft","9481 Highland Oak Dr #1504, Tampa, FL 33647",N/A
FLorida,"$360,000",1 bed,1 bath,815 sq ft,"820 Normandy Trace Rd #820, Tampa, FL 33602",N/A
FLorida,"$179,900",2 beds,1.5 baths,"1,088 sq ft","2834 Somerset Park Dr, Tampa, FL 33613",N/A
FLorida,"$449,900",3 beds,2 baths,"1,261 sq ft","6412 S Richard Ave, Tampa, FL 33616",N/A
FLorida,"$99,900",1 bed,1 bath,552 sq ft,"6324 Newtown Cir Unit 24B2, Tampa, FL 33615",N/A
FLorida,"$440,000",1 bed,1 bath,"1,086 sq ft","101 N 12th St #301, Tampa, FL 33602",N/A
FLorida,"$259,000",2 beds,2 baths,"1,302 sq ft","8114 Oak Trace Way Unit C, Tampa, FL 33634",N/A
FLorida,"$1,649,000",4 beds,3.5 baths,"3,910 sq ft","Undisclosed address, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$369,900",3 beds,1 bath,"1,140 sq ft","8401 Pinewood St, Tampa, FL 33615",N/A
FLorida,"$299,900",3 beds,1 bath,"1,144 sq ft","2320 W Walnut St, Tampa, FL 33607",N/A
FLorida,"$105,900",1 bed,1 bath,598 sq ft,"4851 W Gandy Blvd Unit B1L8, Tampa, FL 33611",N/A
FLorida,"$2,195,000",4 beds,3.5 baths,"2,462 sq ft","1805 W Jetton Ave, Tampa, FL 33606",N/A
FLorida,"$999,901",4 beds,4 baths,"4,075 sq ft","7114 Pelican Island Dr, Tampa, FL 33634",N/A
FLorida,"$410,000",3 beds,2 baths,"1,408 sq ft","5016 Cypress Trace Dr, Tampa, FL 33624",N/A
FLorida,"$145,000",2 beds,1.5 baths,"1,069 sq ft","5042 Terrace Village Ln, Tampa, FL 33617",N/A
FLorida,"$220,000",3 beds,2.5 baths,"1,364 sq ft","7410 E Bank Dr, Tampa, FL 33617",N/A
FLorida,"$339,900",4 beds,2 baths,"1,148 sq ft","4220 E Regnas Ave, Tampa, FL 33617",N/A
FLorida,"$674,900",3 beds,2.5 baths,"2,234 sq ft","11821 Easthampton Dr, Tampa, FL 33626",N/A
FLorida,"$375,000",2 beds,2 baths,"1,512 sq ft","9918 Davis Rd, Tampa, FL 33637",N/A
FLorida,"$599,000",5 beds,3.5 baths,"3,822 sq ft","10707 Pegasus Valley Ct, Tampa, FL 33647",N/A
FLorida,"$339,900",3 beds,2 baths,"1,252 sq ft","4418 Pine Meadow Ct, Tampa, FL 33624",N/A
FLorida,"$1,090,000",3 beds,2 baths,"2,027 sq ft","115 S Beverly Ave, Tampa, FL 33609",N/A
FLorida,"$349,999",4 beds,2 baths,"1,255 sq ft","2408 Wishing Well Way, Tampa, FL 33619",N/A
FLorida,"$389,900",3 beds,2 baths,"1,129 sq ft","1713 W Saint John St, Tampa, FL 33607",N/A
FLorida,"$695,000",4 beds,2.5 baths,"2,068 sq ft","3111 W DE Leon St #2, Tampa, FL 33609",N/A
FLorida,"$609,900",4 beds,2 baths,"2,070 sq ft","12219 Steppingstone Blvd, Tampa, FL 33635",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$1,400,000",4 beds,2.5 baths,"1,992 sq ft","150 Bosphorous Ave, Tampa, FL 33606",N/A
FLorida,"$134,900",1 bed,1.5 baths,800 sq ft,"11805 Raintree Lake Ln Unit A, Tampa, FL 33617",N/A
FLorida,"$330,000",3 beds,2 baths,"1,376 sq ft","1813 E Wood St, Tampa, FL 33604",N/A
FLorida,"$465,000",1 bed,1 bath,"1,045 sq ft","1108 N Franklin St #502, Tampa, FL 33602",N/A
FLorida,"$649,900",3 beds,2.5 baths,"1,815 sq ft","Undisclosed address, Tampa, FL 33626",N/A
FLorida,"$185,000",3 beds,2 baths,"1,100 sq ft","3619 Deleuil Ave, Tampa, FL 33610",N/A
FLorida,"$323,500",2 beds,2.5 baths,"1,504 sq ft","14116 Trouville Dr, Tampa, FL 33624",N/A
FLorida,"$5,000",3 beds,2 baths,"1,184 sq ft","5001 E Whiteway Dr, Tampa, FL 33617",N/A
FLorida,"$499,900",3 beds,2.5 baths,"1,860 sq ft","4509 Grainary Ave, Tampa, FL 33624",N/A
FLorida,"$815,000",3 beds,2 baths,"1,753 sq ft","3315 W Hawthorne Rd, Tampa, FL 33611",N/A
FLorida,"$165,000",2 beds,2 baths,943 sq ft,"4111 Ashford Green Pl Unit B203, Tampa, FL 33613",N/A
FLorida,"$950,000",6 beds,3.5 baths,"3,512 sq ft","20023 Pergola Bend Ln, Tampa, FL 33647",N/A
FLorida,"$305,000",4 beds,2 baths,"1,624 sq ft","3217 Deerfield Dr, Tampa, FL 33619",N/A
FLorida,"$154,500",1 bed,1 bath,800 sq ft,"4851 W Gandy Blvd Unit B10L30, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$750,000",3 beds,2.5 baths,"1,750 sq ft","502 E Robles St, Tampa, FL 33602",N/A
FLorida,"$199,900",2 beds,2 baths,"1,272 sq ft","9481 Highland Oak Dr #1504, Tampa, FL 33647",N/A
FLorida,"$360,000",1 bed,1 bath,815 sq ft,"820 Normandy Trace Rd #820, Tampa, FL 33602",N/A
FLorida,"$179,900",2 beds,1.5 baths,"1,088 sq ft","2834 Somerset Park Dr, Tampa, FL 33613",N/A
FLorida,"$449,900",3 beds,2 baths,"1,261 sq ft","6412 S Richard Ave, Tampa, FL 33616",N/A
FLorida,"$99,900",1 bed,1 bath,552 sq ft,"6324 Newtown Cir Unit 24B2, Tampa, FL 33615",N/A
FLorida,"$440,000",1 bed,1 bath,"1,086 sq ft","101 N 12th St #301, Tampa, FL 33602",N/A
FLorida,"$259,000",2 beds,2 baths,"1,302 sq ft","8114 Oak Trace Way Unit C, Tampa, FL 33634",N/A
FLorida,"$1,649,000",4 beds,3.5 baths,"3,910 sq ft","Undisclosed address, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$369,900",3 beds,1 bath,"1,140 sq ft","8401 Pinewood St, Tampa, FL 33615",N/A
FLorida,"$299,900",3 beds,1 bath,"1,144 sq ft","2320 W Walnut St, Tampa, FL 33607",N/A
FLorida,"$105,900",1 bed,1 bath,598 sq ft,"4851 W Gandy Blvd Unit B1L8, Tampa, FL 33611",N/A
FLorida,"$2,195,000",4 beds,3.5 baths,"2,462 sq ft","1805 W Jetton Ave, Tampa, FL 33606",N/A
FLorida,"$999,901",4 beds,4 baths,"4,075 sq ft","7114 Pelican Island Dr, Tampa, FL 33634",N/A
FLorida,"$410,000",3 beds,2 baths,"1,408 sq ft","5016 Cypress Trace Dr, Tampa, FL 33624",N/A
FLorida,"$145,000",2 beds,1.5 baths,"1,069 sq ft","5042 Terrace Village Ln, Tampa, FL 33617",N/A
FLorida,"$220,000",3 beds,2.5 baths,"1,364 sq ft","7410 E Bank Dr, Tampa, FL 33617",N/A
FLorida,"$339,900",4 beds,2 baths,"1,148 sq ft","4220 E Regnas Ave, Tampa, FL 33617",N/A
FLorida,"$674,900",3 beds,2.5 baths,"2,234 sq ft","11821 Easthampton Dr, Tampa, FL 33626",N/A
FLorida,"$375,000",2 beds,2 baths,"1,512 sq ft","9918 Davis Rd, Tampa, FL 33637",N/A
FLorida,"$599,000",5 beds,3.5 baths,"3,822 sq ft","10707 Pegasus Valley Ct, Tampa, FL 33647",N/A
FLorida,"$339,900",3 beds,2 baths,"1,252 sq ft","4418 Pine Meadow Ct, Tampa, FL 33624",N/A
FLorida,"$1,090,000",3 beds,2 baths,"2,027 sq ft","115 S Beverly Ave, Tampa, FL 33609",N/A
FLorida,"$349,999",4 beds,2 baths,"1,255 sq ft","2408 Wishing Well Way, Tampa, FL 33619",N/A
FLorida,"$389,900",3 beds,2 baths,"1,129 sq ft","1713 W Saint John St, Tampa, FL 33607",N/A
FLorida,"$695,000",4 beds,2.5 baths,"2,068 sq ft","3111 W DE Leon St #2, Tampa, FL 33609",N/A
FLorida,"$609,900",4 beds,2 baths,"2,070 sq ft","12219 Steppingstone Blvd, Tampa, FL 33635",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$1,400,000",4 beds,2.5 baths,"1,992 sq ft","150 Bosphorous Ave, Tampa, FL 33606",N/A
FLorida,"$134,900",1 bed,1.5 baths,800 sq ft,"11805 Raintree Lake Ln Unit A, Tampa, FL 33617",N/A
FLorida,"$330,000",3 beds,2 baths,"1,376 sq ft","1813 E Wood St, Tampa, FL 33604",N/A
FLorida,"$465,000",1 bed,1 bath,"1,045 sq ft","1108 N Franklin St #502, Tampa, FL 33602",N/A
FLorida,"$649,900",3 beds,2.5 baths,"1,815 sq ft","Undisclosed address, Tampa, FL 33626",N/A
FLorida,"$185,000",3 beds,2 baths,"1,100 sq ft","3619 Deleuil Ave, Tampa, FL 33610",N/A
FLorida,"$323,500",2 beds,2.5 baths,"1,504 sq ft","14116 Trouville Dr, Tampa, FL 33624",N/A
FLorida,"$5,000",3 beds,2 baths,"1,184 sq ft","5001 E Whiteway Dr, Tampa, FL 33617",N/A
FLorida,"$499,900",3 beds,2.5 baths,"1,860 sq ft","4509 Grainary Ave, Tampa, FL 33624",N/A
FLorida,"$815,000",3 beds,2 baths,"1,753 sq ft","3315 W Hawthorne Rd, Tampa, FL 33611",N/A
FLorida,"$165,000",2 beds,2 baths,943 sq ft,"4111 Ashford Green Pl Unit B203, Tampa, FL 33613",N/A
FLorida,"$950,000",6 beds,3.5 baths,"3,512 sq ft","20023 Pergola Bend Ln, Tampa, FL 33647",N/A
FLorida,"$305,000",4 beds,2 baths,"1,624 sq ft","3217 Deerfield Dr, Tampa, FL 33619",N/A
FLorida,"$154,500",1 bed,1 bath,800 sq ft,"4851 W Gandy Blvd Unit B10L30, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$750,000",3 beds,2.5 baths,"1,750 sq ft","502 E Robles St, Tampa, FL 33602",N/A
FLorida,"$199,900",2 beds,2 baths,"1,272 sq ft","9481 Highland Oak Dr #1504, Tampa, FL 33647",N/A
FLorida,"$360,000",1 bed,1 bath,815 sq ft,"820 Normandy Trace Rd #820, Tampa, FL 33602",N/A
FLorida,"$179,900",2 beds,1.5 baths,"1,088 sq ft","2834 Somerset Park Dr, Tampa, FL 33613",N/A
FLorida,"$449,900",3 beds,2 baths,"1,261 sq ft","6412 S Richard Ave, Tampa, FL 33616",N/A
FLorida,"$99,900",1 bed,1 bath,552 sq ft,"6324 Newtown Cir Unit 24B2, Tampa, FL 33615",N/A
FLorida,"$440,000",1 bed,1 bath,"1,086 sq ft","101 N 12th St #301, Tampa, FL 33602",N/A
FLorida,"$259,000",2 beds,2 baths,"1,302 sq ft","8114 Oak Trace Way Unit C, Tampa, FL 33634",N/A
FLorida,"$1,649,000",4 beds,3.5 baths,"3,910 sq ft","Undisclosed address, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$369,900",3 beds,1 bath,"1,140 sq ft","8401 Pinewood St, Tampa, FL 33615",N/A
FLorida,"$299,900",3 beds,1 bath,"1,144 sq ft","2320 W Walnut St, Tampa, FL 33607",N/A
FLorida,"$105,900",1 bed,1 bath,598 sq ft,"4851 W Gandy Blvd Unit B1L8, Tampa, FL 33611",N/A
FLorida,"$2,195,000",4 beds,3.5 baths,"2,462 sq ft","1805 W Jetton Ave, Tampa, FL 33606",N/A
FLorida,"$999,901",4 beds,4 baths,"4,075 sq ft","7114 Pelican Island Dr, Tampa, FL 33634",N/A
FLorida,"$410,000",3 beds,2 baths,"1,408 sq ft","5016 Cypress Trace Dr, Tampa, FL 33624",N/A
FLorida,"$145,000",2 beds,1.5 baths,"1,069 sq ft","5042 Terrace Village Ln, Tampa, FL 33617",N/A
FLorida,"$220,000",3 beds,2.5 baths,"1,364 sq ft","7410 E Bank Dr, Tampa, FL 33617",N/A
FLorida,"$339,900",4 beds,2 baths,"1,148 sq ft","4220 E Regnas Ave, Tampa, FL 33617",N/A
FLorida,"$674,900",3 beds,2.5 baths,"2,234 sq ft","11821 Easthampton Dr, Tampa, FL 33626",N/A
FLorida,"$375,000",2 beds,2 baths,"1,512 sq ft","9918 Davis Rd, Tampa, FL 33637",N/A
FLorida,"$599,000",5 beds,3.5 baths,"3,822 sq ft","10707 Pegasus Valley Ct, Tampa, FL 33647",N/A
FLorida,"$339,900",3 beds,2 baths,"1,252 sq ft","4418 Pine Meadow Ct, Tampa, FL 33624",N/A
FLorida,"$1,090,000",3 beds,2 baths,"2,027 sq ft","115 S Beverly Ave, Tampa, FL 33609",N/A
FLorida,"$349,999",4 beds,2 baths,"1,255 sq ft","2408 Wishing Well Way, Tampa, FL 33619",N/A
FLorida,"$389,900",3 beds,2 baths,"1,129 sq ft","1713 W Saint John St, Tampa, FL 33607",N/A
FLorida,"$695,000",4 beds,2.5 baths,"2,068 sq ft","3111 W DE Leon St #2, Tampa, FL 33609",N/A
FLorida,"$609,900",4 beds,2 baths,"2,070 sq ft","12219 Steppingstone Blvd, Tampa, FL 33635",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$1,400,000",4 beds,2.5 baths,"1,992 sq ft","150 Bosphorous Ave, Tampa, FL 33606",N/A
FLorida,"$134,900",1 bed,1.5 baths,800 sq ft,"11805 Raintree Lake Ln Unit A, Tampa, FL 33617",N/A
FLorida,"$330,000",3 beds,2 baths,"1,376 sq ft","1813 E Wood St, Tampa, FL 33604",N/A
FLorida,"$465,000",1 bed,1 bath,"1,045 sq ft","1108 N Franklin St #502, Tampa, FL 33602",N/A
FLorida,"$649,900",3 beds,2.5 baths,"1,815 sq ft","Undisclosed address, Tampa, FL 33626",N/A
FLorida,"$185,000",3 beds,2 baths,"1,100 sq ft","3619 Deleuil Ave, Tampa, FL 33610",N/A
FLorida,"$323,500",2 beds,2.5 baths,"1,504 sq ft","14116 Trouville Dr, Tampa, FL 33624",N/A
FLorida,"$5,000",3 beds,2 baths,"1,184 sq ft","5001 E Whiteway Dr, Tampa, FL 33617",N/A
FLorida,"$499,900",3 beds,2.5 baths,"1,860 sq ft","4509 Grainary Ave, Tampa, FL 33624",N/A
FLorida,"$815,000",3 beds,2 baths,"1,753 sq ft","3315 W Hawthorne Rd, Tampa, FL 33611",N/A
FLorida,"$165,000",2 beds,2 baths,943 sq ft,"4111 Ashford Green Pl Unit B203, Tampa, FL 33613",N/A
FLorida,"$950,000",6 beds,3.5 baths,"3,512 sq ft","20023 Pergola Bend Ln, Tampa, FL 33647",N/A
FLorida,"$305,000",4 beds,2 baths,"1,624 sq ft","3217 Deerfield Dr, Tampa, FL 33619",N/A
FLorida,"$154,500",1 bed,1 bath,800 sq ft,"4851 W Gandy Blvd Unit B10L30, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$750,000",3 beds,2.5 baths,"1,750 sq ft","502 E Robles St, Tampa, FL 33602",N/A
FLorida,"$199,900",2 beds,2 baths,"1,272 sq ft","9481 Highland Oak Dr #1504, Tampa, FL 33647",N/A
FLorida,"$360,000",1 bed,1 bath,815 sq ft,"820 Normandy Trace Rd #820, Tampa, FL 33602",N/A
FLorida,"$179,900",2 beds,1.5 baths,"1,088 sq ft","2834 Somerset Park Dr, Tampa, FL 33613",N/A
FLorida,"$449,900",3 beds,2 baths,"1,261 sq ft","6412 S Richard Ave, Tampa, FL 33616",N/A
FLorida,"$99,900",1 bed,1 bath,552 sq ft,"6324 Newtown Cir Unit 24B2, Tampa, FL 33615",N/A
FLorida,"$440,000",1 bed,1 bath,"1,086 sq ft","101 N 12th St #301, Tampa, FL 33602",N/A
FLorida,"$259,000",2 beds,2 baths,"1,302 sq ft","8114 Oak Trace Way Unit C, Tampa, FL 33634",N/A
FLorida,"$1,649,000",4 beds,3.5 baths,"3,910 sq ft","Undisclosed address, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$369,900",3 beds,1 bath,"1,140 sq ft","8401 Pinewood St, Tampa, FL 33615",N/A
FLorida,"$299,900",3 beds,1 bath,"1,144 sq ft","2320 W Walnut St, Tampa, FL 33607",N/A
FLorida,"$105,900",1 bed,1 bath,598 sq ft,"4851 W Gandy Blvd Unit B1L8, Tampa, FL 33611",N/A
FLorida,"$2,195,000",4 beds,3.5 baths,"2,462 sq ft","1805 W Jetton Ave, Tampa, FL 33606",N/A
FLorida,"$999,901",4 beds,4 baths,"4,075 sq ft","7114 Pelican Island Dr, Tampa, FL 33634",N/A
FLorida,"$410,000",3 beds,2 baths,"1,408 sq ft","5016 Cypress Trace Dr, Tampa, FL 33624",N/A
FLorida,"$145,000",2 beds,1.5 baths,"1,069 sq ft","5042 Terrace Village Ln, Tampa, FL 33617",N/A
FLorida,"$220,000",3 beds,2.5 baths,"1,364 sq ft","7410 E Bank Dr, Tampa, FL 33617",N/A
FLorida,"$339,900",4 beds,2 baths,"1,148 sq ft","4220 E Regnas Ave, Tampa, FL 33617",N/A
FLorida,"$674,900",3 beds,2.5 baths,"2,234 sq ft","11821 Easthampton Dr, Tampa, FL 33626",N/A
FLorida,"$375,000",2 beds,2 baths,"1,512 sq ft","9918 Davis Rd, Tampa, FL 33637",N/A
FLorida,"$599,000",5 beds,3.5 baths,"3,822 sq ft","10707 Pegasus Valley Ct, Tampa, FL 33647",N/A
FLorida,"$339,900",3 beds,2 baths,"1,252 sq ft","4418 Pine Meadow Ct, Tampa, FL 33624",N/A
FLorida,"$1,090,000",3 beds,2 baths,"2,027 sq ft","115 S Beverly Ave, Tampa, FL 33609",N/A
FLorida,"$349,999",4 beds,2 baths,"1,255 sq ft","2408 Wishing Well Way, Tampa, FL 33619",N/A
FLorida,"$389,900",3 beds,2 baths,"1,129 sq ft","1713 W Saint John St, Tampa, FL 33607",N/A
FLorida,"$695,000",4 beds,2.5 baths,"2,068 sq ft","3111 W DE Leon St #2, Tampa, FL 33609",N/A
FLorida,"$609,900",4 beds,2 baths,"2,070 sq ft","12219 Steppingstone Blvd, Tampa, FL 33635",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$1,400,000",4 beds,2.5 baths,"1,992 sq ft","150 Bosphorous Ave, Tampa, FL 33606",N/A
FLorida,"$134,900",1 bed,1.5 baths,800 sq ft,"11805 Raintree Lake Ln Unit A, Tampa, FL 33617",N/A
FLorida,"$330,000",3 beds,2 baths,"1,376 sq ft","1813 E Wood St, Tampa, FL 33604",N/A
FLorida,"$465,000",1 bed,1 bath,"1,045 sq ft","1108 N Franklin St #502, Tampa, FL 33602",N/A
FLorida,"$649,900",3 beds,2.5 baths,"1,815 sq ft","Undisclosed address, Tampa, FL 33626",N/A
FLorida,"$185,000",3 beds,2 baths,"1,100 sq ft","3619 Deleuil Ave, Tampa, FL 33610",N/A
FLorida,"$323,500",2 beds,2.5 baths,"1,504 sq ft","14116 Trouville Dr, Tampa, FL 33624",N/A
FLorida,"$5,000",3 beds,2 baths,"1,184 sq ft","5001 E Whiteway Dr, Tampa, FL 33617",N/A
FLorida,"$499,900",3 beds,2.5 baths,"1,860 sq ft","4509 Grainary Ave, Tampa, FL 33624",N/A
FLorida,"$815,000",3 beds,2 baths,"1,753 sq ft","3315 W Hawthorne Rd, Tampa, FL 33611",N/A
FLorida,"$165,000",2 beds,2 baths,943 sq ft,"4111 Ashford Green Pl Unit B203, Tampa, FL 33613",N/A
FLorida,"$950,000",6 beds,3.5 baths,"3,512 sq ft","20023 Pergola Bend Ln, Tampa, FL 33647",N/A
FLorida,"$305,000",4 beds,2 baths,"1,624 sq ft","3217 Deerfield Dr, Tampa, FL 33619",N/A
FLorida,"$154,500",1 bed,1 bath,800 sq ft,"4851 W Gandy Blvd Unit B10L30, Tampa, FL 33611",N/A
FLorida,N/A,N/A,N/A,N/A,N/A,N/A
FLorida,"$750,000",3 beds,2.5 baths,"1,750 sq ft","502 E Robles St, Tampa, FL 33602",N/A
FLorida,"$199,900",2 beds,2 baths,"1,272 sq ft","9481 Highland Oak Dr #1504, Tampa, FL 33647",N/A
FLorida,"$360,000",1 bed,1 bath,815 sq ft,"820 Normandy Trace Rd #820, Tampa, FL 33602",N/A
FLorida,"$179,900",2 beds,1.5 baths,"1,088 sq ft","2834 Somerset Park Dr, Tampa, FL 33613",N/A
FLorida,"$449,900",3 beds,2 baths,"1,261 sq ft","6412 S Richard Ave, Tampa, FL 33616",N/A
FLorida,"$99,900",1 bed,1 bath,552 sq ft,"6324 Newtown Cir Unit 24B2, Tampa, FL 33615",N/A
FLorida,"$440,000",1 bed,1 bath,"1,086 sq ft","101 N 12th St #301, Tampa, FL 33602",N/A
